hosp	unit	tech	teach	beds	unitsur	we			expe	full	pa
29	120	0	0	666	1	2.70833333333333	4	1	12
29	120	0	0	666	1	2.70833333333333	17	1	3
29	120	0	0	666	1	2.70833333333333	30	0	2
29	120	0	0	666	1	2.70833333333333	19	1	8
29	120	0	0	666	1	2.70833333333333	5	1	15
29	121	0	0	666	1	2.27936507936508	33	1	1
29	121	0	0	666	1	2.27936507936508	15	0	29
29	121	0	0	666	1	2.27936507936508	17	1	30
29	121	0	0	666	1	2.27936507936508	12	0	12
29	121	0	0	666	1	2.27936507936508	2	1	4
29	121	0	0	666	1	2.27936507936508	20	1	17
29	122	0	0	666	1	2.12825396825397	22	0	20
29	122	0	0	666	1	2.12825396825397	35	0	13
29	122	0	0	666	1	2.12825396825397	3	1	2
29	122	0	0	666	1	2.12825396825397	23	0	2
29	122	0	0	666	1	2.12825396825397	9	1	15
30	123	0	0	266	1	2.34914965986395	35	0	1
30	123	0	0	266	1	2.34914965986395	34	1	3
30	123	0	0	266	1	2.34914965986395	22	0	18
30	123	0	0	266	1	2.34914965986395	31	1	9
30	123	0	0	266	1	2.34914965986395	10	1	5
30	123	0	0	266	1	2.34914965986395	14	1	9
30	123	0	0	266	1	2.34914965986395	6	1	14
30	124	0	0	266	1	2.03968253968254	2	1	25
30	124	0	0	266	1	2.03968253968254	13	0	15
30	124	0	0	266	1	2.03968253968254	6	1	21
30	124	0	0	266	1	2.03968253968254	19	1	3
30	124	0	0	266	1	2.03968253968254	3	1	8
30	124	0	0	266	1	2.03968253968254	6	0	9
30	124	0	0	266	1	2.03968253968254	1.33	1	18
30	124	0	0	266	1	2.03968253968254	5	1	10
30	125	0	0	266	0	2.42003968253968	15	0	7
30	125	0	0	266	0	2.42003968253968	20	1	0
30	125	0	0	266	0	2.42003968253968	4	1	5
30	125	0	0	266	0	2.42003968253968	3	1	15
30	125	0	0	266	0	2.42003968253968	22	0	3
30	125	0	0	266	0	2.42003968253968	33	1	12
30	125	0	0	266	0	2.42003968253968	0.5	1	11
30	125	0	0	266	0	2.42003968253968	32	0	8
30	125	0	0	266	0	2.42003968253968	8	1	16
30	125	0	0	266	0	2.42003968253968	8	1	13
30	125	0	0	266	0	2.42003968253968	21	1	5
30	125	0	0	266	0	2.42003968253968	13	0	17
30	125	0	0	266	0	2.42003968253968	29	0	4
30	125	0	0	266	0	2.42003968253968	29	1	6
30	126	0	0	266	0	2.39140211640212	30	1	8
30	126	0	0	266	0	2.39140211640212	0	1	14
30	126	0	0	266	0	2.39140211640212	3	1	9
30	126	0	0	266	0	2.39140211640212	15	0	8
30	126	0	0	266	0	2.39140211640212	14	0	8
30	126	0	0	266	0	2.39140211640212	9	1	12
30	126	0	0	266	0	2.39140211640212	5	1	21
30	126	0	0	266	0	2.39140211640212	38	1	3
30	126	0	0	266	0	2.39140211640212	25	0	11
30	126	0	0	266	0	2.39140211640212	10	0	9
30	126	0	0	266	0	2.39140211640212	4	0	3
30	126	0	0	266	0	2.39140211640212	36	0	15
