hosp	unit	tech	teach	beds	unitsur	we			expe	full	pa
14	57	0	0	348	1	2.46771512113617	0	1	21
14	57	0	0	348	1	2.46771512113617	8	1	13
14	57	0	0	348	1	2.46771512113617	25	0	0
14	57	0	0	348	1	2.46771512113617	15	0	11
14	57	0	0	348	1	2.46771512113617	5	1	17
14	57	0	0	348	1	2.46771512113617	37	0	16
14	57	0	0	348	1	2.46771512113617	12	0	2
14	57	0	0	348	1	2.46771512113617	22	0	33
14	57	0	0	348	1	2.46771512113617	26	0	4
14	57	0	0	348	1	2.46771512113617	37	0	2
14	57	0	0	348	1	2.46771512113617	1.5	1	6
14	57	0	0	348	1	2.46771512113617	14	1	10
15	58	0	0	286	1	2.50823412698413	8	0	6
15	58	0	0	286	1	2.50823412698413	4	0	16
15	58	0	0	286	1	2.50823412698413	30	1	19
15	58	0	0	286	1	2.50823412698413	11	1	5
15	58	0	0	286	1	2.50823412698413	27	0	14
15	58	0	0	286	1	2.50823412698413	0	1	9
15	58	0	0	286	1	2.50823412698413	3	1	6
15	58	0	0	286	1	2.50823412698413	6	1	15
15	59	0	0	286	1	2.25471781305115	20	0	11
15	59	0	0	286	1	2.25471781305115	14	1	7
15	59	0	0	286	1	2.25471781305115	28	1	8
15	59	0	0	286	1	2.25471781305115	25	0	22
15	59	0	0	286	1	2.25471781305115	17	0	11
15	59	0	0	286	1	2.25471781305115	15	0	6
15	59	0	0	286	1	2.25471781305115	13	0	20
15	59	0	0	286	1	2.25471781305115	29	0	14
15	59	0	0	286	1	2.25471781305115	7	0	18
15	60	0	0	286	0	2.4267094017094		30	0	10
15	60	0	0	286	0	2.4267094017094		28	0	16
15	60	0	0	286	0	2.4267094017094		22	0	8
15	60	0	0	286	0	2.4267094017094		3	0	15
15	60	0	0	286	0	2.4267094017094		20	0	9
15	60	0	0	286	0	2.4267094017094		4	1	14
15	60	0	0	286	0	2.4267094017094		29	1	8
15	60	0	0	286	0	2.4267094017094		33	0	7
15	60	0	0	286	0	2.4267094017094		22	1	6
15	60	0	0	286	0	2.4267094017094		0.12	0	14
15	60	0	0	286	0	2.4267094017094		19	0	11
15	60	0	0	286	0	2.4267094017094		23	0	8
15	60	0	0	286	0	2.4267094017094		3	1	17
15	61	0	0	286	0	2.30149911816578	30	0	5
15	61	0	0	286	0	2.30149911816578	23	0	9
15	61	0	0	286	0	2.30149911816578	30	1	24
15	61	0	0	286	0	2.30149911816578	21	1	7
15	61	0	0	286	0	2.30149911816578	15	0	9
15	61	0	0	286	0	2.30149911816578	4	1	15
15	61	0	0	286	0	2.30149911816578	5	1	9
15	61	0	0	286	0	2.30149911816578	30	1	6
15	61	0	0	286	0	2.30149911816578	23	0	6
16	62	1	0	404	1	2.51746031746032	7	1	15
16	62	1	0	404	1	2.51746031746032	3	1	33
16	62	1	0	404	1	2.51746031746032	9	0	3
16	62	1	0	404	1	2.51746031746032	23	0	16
16	62	1	0	404	1	2.51746031746032	19	0	13
16	62	1	0	404	1	2.51746031746032	18	0	7
16	62	1	0	404	1	2.51746031746032	26	0	3
16	62	1	0	404	1	2.51746031746032	17	0	21
16	62	1	0	404	1	2.51746031746032	13	0	0
16	62	1	0	404	1	2.51746031746032	6	0	8
16	63	1	0	404	1	2.37146031746032	10	1	14
16	63	1	0	404	1	2.37146031746032	28	1	2
16	63	1	0	404	1	2.37146031746032	0	1	7
16	63	1	0	404	1	2.37146031746032	33	0	12
16	63	1	0	404	1	2.37146031746032	8	1	19
16	63	1	0	404	1	2.37146031746032	16	1	10
16	63	1	0	404	1	2.37146031746032	38	0	6
16	63	1	0	404	1	2.37146031746032	39	1	0
16	63	1	0	404	1	2.37146031746032	4	1	7
16	63	1	0	404	1	2.37146031746032	5	1	14
16	64	1	0	404	0	2.59507275132275	26	1	14
16	64	1	0	404	0	2.59507275132275	4	1	5
16	64	1	0	404	0	2.59507275132275	24	0	2
16	64	1	0	404	0	2.59507275132275	18	0	9
16	64	1	0	404	0	2.59507275132275	8	0	1
16	64	1	0	404	0	2.59507275132275	29	0	7
16	64	1	0	404	0	2.59507275132275	19	0	7
16	64	1	0	404	0	2.59507275132275	1	1	15
16	64	1	0	404	0	2.59507275132275	7	1	5
16	64	1	0	404	0	2.59507275132275	29	0	12
16	64	1	0	404	0	2.59507275132275	1	1	5
16	64	1	0	404	0	2.59507275132275	8	1	1
16	65	1	0	404	0	2.49325396825397	30	0	6
16	65	1	0	404	0	2.49325396825397	1	1	2
16	65	1	0	404	0	2.49325396825397	18	0	4
16	65	1	0	404	0	2.49325396825397	4	1	8
16	65	1	0	404	0	2.49325396825397	21	1	5
16	65	1	0	404	0	2.49325396825397	3	0	6
16	65	1	0	404	0	2.49325396825397	7	1	17
16	65	1	0	404	0	2.49325396825397	35	0	29
16	66	1	0	404	0	2.51696428571429	22	1	10
16	66	1	0	404	0	2.51696428571429	22	0	9
16	66	1	0	404	0	2.51696428571429	9	1	2
16	66	1	0	404	0	2.51696428571429	9	1	14
16	66	1	0	404	0	2.51696428571429	7	0	14
16	66	1	0	404	0	2.51696428571429	8	0	22
16	66	1	0	404	0	2.51696428571429	0	0	14
16	66	1	0	404	0	2.51696428571429	12	0	14
16	66	1	0	404	0	2.51696428571429	15	0	14
16	66	1	0	404	0	2.51696428571429	5	1	12
16	66	1	0	404	0	2.51696428571429	21	0	10
16	66	1	0	404	0	2.51696428571429	40	0	27
16	67	1	0	404	0	2.46180555555556	35	1	13
16	67	1	0	404	0	2.46180555555556	21	0	10
16	67	1	0	404	0	2.46180555555556	17	0	13
16	67	1	0	404	0	2.46180555555556	2	1	7
17	68	1	0	351	0	2.30140692640693	35	1	18
17	68	1	0	351	0	2.30140692640693	3	1	20
17	68	1	0	351	0	2.30140692640693	24	0	2
17	68	1	0	351	0	2.30140692640693	25	0	12
17	68	1	0	351	0	2.30140692640693	0	1	9
17	68	1	0	351	0	2.30140692640693	28	0	21
17	68	1	0	351	0	2.30140692640693	17	0	10
17	68	1	0	351	0	2.30140692640693	34	0	6
17	68	1	0	351	0	2.30140692640693	4	1	1
17	68	1	0	351	0	2.30140692640693	3	0	13
17	68	1	0	351	0	2.30140692640693	2	1	6
17	69	1	0	351	0	2.17641723356009	6	1	0
17	69	1	0	351	0	2.17641723356009	4	1	7
17	69	1	0	351	0	2.17641723356009	28	1	10
17	69	1	0	351	0	2.17641723356009	30	1	10
17	69	1	0	351	0	2.17641723356009	4	1	8
17	69	1	0	351	0	2.17641723356009	30	1	18
17	69	1	0	351	0	2.17641723356009	8	1	11
17	70	1	0	351	1	2.07613378684807	11	1	9
17	70	1	0	351	1	2.07613378684807	6	1	21
17	70	1	0	351	1	2.07613378684807	5	1	13
17	70	1	0	351	1	2.07613378684807	9	0	17
17	70	1	0	351	1	2.07613378684807	21	1	19
17	70	1	0	351	1	2.07613378684807	4	1	15
17	70	1	0	351	1	2.07613378684807	8	1	25
17	71	1	0	351	1	1.88822751322751	9	1	14
17	71	1	0	351	1	1.88822751322751	3	1	16
17	71	1	0	351	1	1.88822751322751	14	1	9
17	72	1	0	351	1	2.57003968253968	14	1	6
17	72	1	0	351	1	2.57003968253968	18	0	6
17	73	1	0	351	0	2.52255291005291	22	0	25
17	73	1	0	351	0	2.52255291005291	19	1	6
17	73	1	0	351	0	2.52255291005291	14	1	15
17	73	1	0	351	0	2.52255291005291	8	1	14
17	73	1	0	351	0	2.52255291005291	18	1	17
17	73	1	0	351	0	2.52255291005291	1	0	11
18	74	1	0	475	0	2.5609623015873		33	0	9
18	74	1	0	475	0	2.5609623015873		23	0	4
18	74	1	0	475	0	2.5609623015873		18	0	2
18	74	1	0	475	0	2.5609623015873		0.25	0	4
18	74	1	0	475	0	2.5609623015873		29	0	16
18	74	1	0	475	0	2.5609623015873		5	1	8
18	74	1	0	475	0	2.5609623015873		7	1	8
18	74	1	0	475	0	2.5609623015873		2	1	7
18	75	1	0	475	1	2.15164399092971	25	0	6
18	75	1	0	475	1	2.15164399092971	22	0	12
18	75	1	0	475	1	2.15164399092971	9	0	14
18	75	1	0	475	1	2.15164399092971	23	0	11
18	75	1	0	475	1	2.15164399092971	24	0	4
18	75	1	0	475	1	2.15164399092971	13	1	5
18	75	1	0	475	1	2.15164399092971	11	0	23
18	76	1	0	475	1	2.59113756613757	5	1	9
18	76	1	0	475	1	2.59113756613757	2	1	20
18	76	1	0	475	1	2.59113756613757	4.5	1	7
18	76	1	0	475	1	2.59113756613757	3	1	6
18	76	1	0	475	1	2.59113756613757	20	0	2
18	76	1	0	475	1	2.59113756613757	30	0	8
18	77	1	0	475	1	2.90130385487528	23	0	4
18	77	1	0	475	1	2.90130385487528	25	0	2
18	77	1	0	475	1	2.90130385487528	28	0	6
18	77	1	0	475	1	2.90130385487528	30	1	8
18	77	1	0	475	1	2.90130385487528	25	0	2
18	77	1	0	475	1	2.90130385487528	17	0	4
18	77	1	0	475	1	2.90130385487528	38	0	1
18	78	1	0	475	0	2.65821995464853	23	0	3
18	78	1	0	475	0	2.65821995464853	1	1	3
18	78	1	0	475	0	2.65821995464853	2	0	0
18	78	1	0	475	0	2.65821995464853	2	1	22
18	78	1	0	475	0	2.65821995464853	2.5	1	4
18	78	1	0	475	0	2.65821995464853	2	1	10
18	78	1	0	475	0	2.65821995464853	22	0	15
19	79	1	0	186	0	2.66706349206349	35	1	6
19	79	1	0	186	0	2.66706349206349	1	1	9
19	79	1	0	186	0	2.66706349206349	38	0	11
19	79	1	0	186	0	2.66706349206349	13	1	3
19	79	1	0	186	0	2.66706349206349	22	0	25
20	80	0	0	382	0	2.24607142857143	26	1	24
20	80	0	0	382	0	2.24607142857143	26	0	14
20	80	0	0	382	0	2.24607142857143	6	0	8
20	80	0	0	382	0	2.24607142857143	27	1	14
20	80	0	0	382	0	2.24607142857143	32	0	17
20	80	0	0	382	0	2.24607142857143	24	1	2
20	80	0	0	382	0	2.24607142857143	3	1	13
20	80	0	0	382	0	2.24607142857143	33	0	8
20	80	0	0	382	0	2.24607142857143	5	1	18
20	80	0	0	382	0	2.24607142857143	4	1	9
20	80	0	0	382	0	2.24607142857143	31	0	11
20	80	0	0	382	0	2.24607142857143	15	1	14
20	80	0	0	382	0	2.24607142857143	5	1	13
20	80	0	0	382	0	2.24607142857143	17	0	22
20	81	0	0	382	1	2.59866071428571	8	1	10
20	81	0	0	382	1	2.59866071428571	7	0	7
20	81	0	0	382	1	2.59866071428571	16	0	5
20	81	0	0	382	1	2.59866071428571	7	1	9
20	81	0	0	382	1	2.59866071428571	0.33	1	4
20	81	0	0	382	1	2.59866071428571	27	0	0
20	81	0	0	382	1	2.59866071428571	11	1	16
20	81	0	0	382	1	2.59866071428571	20	1	3
20	82	0	0	382	0	2.3797619047619		11	1	5
20	82	0	0	382	0	2.3797619047619		8	1	6
20	82	0	0	382	0	2.3797619047619		5	1	6
20	82	0	0	382	0	2.3797619047619		6	0	6
20	82	0	0	382	0	2.3797619047619		5	1	4
20	82	0	0	382	0	2.3797619047619		15	1	6
20	82	0	0	382	0	2.3797619047619		31	0	3
20	82	0	0	382	0	2.3797619047619		0	1	11
20	83	0	0	382	1	2.81349206349206	1	1	12
20	83	0	0	382	1	2.81349206349206	6	0	12
20	83	0	0	382	1	2.81349206349206	12	0	11
20	83	0	0	382	1	2.81349206349206	13	1	6
20	83	0	0	382	1	2.81349206349206	8	1	21
20	83	0	0	382	1	2.81349206349206	21	0	8
20	83	0	0	382	1	2.81349206349206	2	1	12
20	83	0	0	382	1	2.81349206349206	12	1	6
20	83	0	0	382	1	2.81349206349206	2	1	9
20	83	0	0	382	1	2.81349206349206	20	1	3
20	83	0	0	382	1	2.81349206349206	21	1	5
21	84	0	0	116	0	2.6062358276644		16	0	1
21	84	0	0	116	0	2.6062358276644		22	1	14
21	84	0	0	116	0	2.6062358276644		18	0	16
21	84	0	0	116	0	2.6062358276644		37	0	0
21	84	0	0	116	0	2.6062358276644		20	0	2
21	84	0	0	116	0	2.6062358276644		26	0	18
21	84	0	0	116	0	2.6062358276644		2	1	2
21	85	0	0	116	1	2.5218253968254		10	0	24
21	85	0	0	116	1	2.5218253968254		32	0	9
21	85	0	0	116	1	2.5218253968254		32	0	9
21	85	0	0	116	1	2.5218253968254		19	0	1
21	85	0	0	116	1	2.5218253968254		2.75	1	13
21	85	0	0	116	1	2.5218253968254		4	1	6
21	86	0	0	116	1	2.84126984126984	3	1	12
21	86	0	0	116	1	2.84126984126984	1	1	2
21	86	0	0	116	1	2.84126984126984	7	1	7
21	86	0	0	116	1	2.84126984126984	22	0	10
22	87	1	1	1062	1	2.53759920634921	25	0	5
22	87	1	1	1062	1	2.53759920634921	1	0	11
22	87	1	1	1062	1	2.53759920634921	24	0	7
22	87	1	1	1062	1	2.53759920634921	29	0	6
22	87	1	1	1062	1	2.53759920634921	10	1	5
22	87	1	1	1062	1	2.53759920634921	11	1	5
22	87	1	1	1062	1	2.53759920634921	6	1	1
22	87	1	1	1062	1	2.53759920634921	25	1	26
22	88	1	1	1062	0	2.60649801587302	14	0	18
22	88	1	1	1062	0	2.60649801587302	20	1	1
22	88	1	1	1062	0	2.60649801587302	22	0	7
22	88	1	1	1062	0	2.60649801587302	25	0	13
22	88	1	1	1062	0	2.60649801587302	18	0	13
22	88	1	1	1062	0	2.60649801587302	23	0	7
22	88	1	1	1062	0	2.60649801587302	9	1	18
22	88	1	1	1062	0	2.60649801587302	9	1	19
22	89	1	1	1062	1	2.57594304388422	25	0	12
22	89	1	1	1062	1	2.57594304388422	25	1	15
22	89	1	1	1062	1	2.57594304388422	1	1	13
22	89	1	1	1062	1	2.57594304388422	20	1	15
22	89	1	1	1062	1	2.57594304388422	1	1	4
22	89	1	1	1062	1	2.57594304388422	34	1	6
22	89	1	1	1062	1	2.57594304388422	5	0	9
22	89	1	1	1062	1	2.57594304388422	4	1	14
22	89	1	1	1062	1	2.57594304388422	21	0	20
22	89	1	1	1062	1	2.57594304388422	31	0	14
22	89	1	1	1062	1	2.57594304388422	4	1	16
22	89	1	1	1062	1	2.57594304388422	21	0	0
22	89	1	1	1062	1	2.57594304388422	28	0	19
22	89	1	1	1062	1	2.57594304388422	38	1	1
22	89	1	1	1062	1	2.57594304388422	28	0	3
22	89	1	1	1062	1	2.57594304388422	28	0	6
22	89	1	1	1062	1	2.57594304388422	31	0	10
22	90	1	1	1062	0	2.5713924963925		32	0	16
22	90	1	1	1062	0	2.5713924963925		26	0	12
22	90	1	1	1062	0	2.5713924963925		31	0	3
22	90	1	1	1062	0	2.5713924963925		4	1	13
22	90	1	1	1062	0	2.5713924963925		12	1	19
22	90	1	1	1062	0	2.5713924963925		33	1	12
22	90	1	1	1062	0	2.5713924963925		31	0	6
22	90	1	1	1062	0	2.5713924963925		11	1	22
22	90	1	1	1062	0	2.5713924963925		1.5	1	15
22	90	1	1	1062	0	2.5713924963925		38	1	6
22	90	1	1	1062	0	2.5713924963925		34	1	6
22	91	1	1	1062	1	2.92309027777778	37	0	6
22	91	1	1	1062	1	2.92309027777778	30	1	4
22	91	1	1	1062	1	2.92309027777778	32	1	0
22	91	1	1	1062	1	2.92309027777778	18	0	6
22	91	1	1	1062	1	2.92309027777778	10	0	16
22	91	1	1	1062	1	2.92309027777778	6	1	5
22	91	1	1	1062	1	2.92309027777778	16	0	20
22	91	1	1	1062	1	2.92309027777778	28	1	5
22	91	1	1	1062	1	2.92309027777778	2	1	8
22	91	1	1	1062	1	2.92309027777778	34	0	18
22	91	1	1	1062	1	2.92309027777778	2	1	4
22	91	1	1	1062	1	2.92309027777778	1.4	1	7
22	91	1	1	1062	1	2.92309027777778	9.5	0	8
22	91	1	1	1062	1	2.92309027777778	7	1	18
22	91	1	1	1062	1	2.92309027777778	0.33	1	6
22	91	1	1	1062	1	2.92309027777778	18	0	2
22	92	1	1	1062	0	2.59081196581197	18	1	13
22	92	1	1	1062	0	2.59081196581197	13	0	8
22	92	1	1	1062	0	2.59081196581197	19	0	13
22	92	1	1	1062	0	2.59081196581197	4	1	15
22	92	1	1	1062	0	2.59081196581197	19	0	15
22	92	1	1	1062	0	2.59081196581197	8	0	14
22	92	1	1	1062	0	2.59081196581197	31	0	27
22	92	1	1	1062	0	2.59081196581197	28	1	17
22	92	1	1	1062	0	2.59081196581197	2	1	12
22	92	1	1	1062	0	2.59081196581197	12	0	16
22	92	1	1	1062	0	2.59081196581197	23	0	10
22	92	1	1	1062	0	2.59081196581197	26	0	13
22	92	1	1	1062	0	2.59081196581197	21	1	16
23	93	0	0	318	0	2.38700396825397	14	0	24
23	93	0	0	318	0	2.38700396825397	0.33	1	5
23	93	0	0	318	0	2.38700396825397	10	0	11
23	93	0	0	318	0	2.38700396825397	1.5	1	4
23	94	0	0	318	0	2.63070436507937	8	1	4
23	94	0	0	318	0	2.63070436507937	5	1	5
23	94	0	0	318	0	2.63070436507937	0	1	12
23	94	0	0	318	0	2.63070436507937	9	1	12
23	94	0	0	318	0	2.63070436507937	3	1	4
23	94	0	0	318	0	2.63070436507937	9	0	3
23	94	0	0	318	0	2.63070436507937	29	0	0
23	94	0	0	318	0	2.63070436507937	11	0	0
23	95	0	0	318	1	2.27162698412698	1	1	6
23	95	0	0	318	1	2.27162698412698	37	1	14
23	95	0	0	318	1	2.27162698412698	15	0	2
23	95	0	0	318	1	2.27162698412698	6	1	8
23	95	0	0	318	1	2.27162698412698	2	1	16
23	95	0	0	318	1	2.27162698412698	3	1	3
23	95	0	0	318	1	2.27162698412698	36	0	26
23	95	0	0	318	1	2.27162698412698	4	1	5
23	95	0	0	318	1	2.27162698412698	0	1	6
23	95	0	0	318	1	2.27162698412698	7	0	7
23	95	0	0	318	1	2.27162698412698	32	1	30
23	95	0	0	318	1	2.27162698412698	14	0	25
23	96	0	0	318	1	2.46006944444444	0	1	6
23	96	0	0	318	1	2.46006944444444	4	1	20
23	96	0	0	318	1	2.46006944444444	19	0	0
23	96	0	0	318	1	2.46006944444444	20	0	1
23	96	0	0	318	1	2.46006944444444	5	1	5
23	96	0	0	318	1	2.46006944444444	6	1	9
23	96	0	0	318	1	2.46006944444444	34	0	5
23	96	0	0	318	1	2.46006944444444	9	0	1
24	97	1	0	773	0	2.59186507936508	25	1	0
24	97	1	0	773	0	2.59186507936508	19	0	11
24	97	1	0	773	0	2.59186507936508	2	1	18
24	97	1	0	773	0	2.59186507936508	11	0	16
24	97	1	0	773	0	2.59186507936508	35	0	11
24	97	1	0	773	0	2.59186507936508	30	0	19
24	97	1	0	773	0	2.59186507936508	5	1	10
24	97	1	0	773	0	2.59186507936508	23	1	8
24	97	1	0	773	0	2.59186507936508	29	0	13
24	97	1	0	773	0	2.59186507936508	12	0	17
24	97	1	0	773	0	2.59186507936508	24	0	23
24	97	1	0	773	0	2.59186507936508	28	0	10
24	97	1	0	773	0	2.59186507936508	16	1	23
24	97	1	0	773	0	2.59186507936508	2	1	8
24	98	1	0	773	0	2.42034632034632	6	0	12
24	98	1	0	773	0	2.42034632034632	14	0	11
24	98	1	0	773	0	2.42034632034632	34	0	17
24	98	1	0	773	0	2.42034632034632	26	1	6
24	98	1	0	773	0	2.42034632034632	23	0	7
24	98	1	0	773	0	2.42034632034632	15	0	22
24	98	1	0	773	0	2.42034632034632	21	0	24
24	98	1	0	773	0	2.42034632034632	10	1	3
24	98	1	0	773	0	2.42034632034632	35	0	23
24	98	1	0	773	0	2.42034632034632	31	0	0
24	98	1	0	773	0	2.42034632034632	4	0	3
24	99	1	0	773	1	2.53829365079365	12	1	11
24	99	1	0	773	1	2.53829365079365	34	0	9
24	99	1	0	773	1	2.53829365079365	4	1	2
24	99	1	0	773	1	2.53829365079365	18	0	16
24	99	1	0	773	1	2.53829365079365	22	0	18
24	99	1	0	773	1	2.53829365079365	3	1	17
24	100	1	0	773	0	2.45626102292769	20	1	5
24	100	1	0	773	0	2.45626102292769	0.33	1	5
24	100	1	0	773	0	2.45626102292769	4	1	2
24	100	1	0	773	0	2.45626102292769	10	1	6
24	100	1	0	773	0	2.45626102292769	27	0	2
24	100	1	0	773	0	2.45626102292769	3	1	12
24	100	1	0	773	0	2.45626102292769	33	0	0
24	100	1	0	773	0	2.45626102292769	1.5	1	7
24	100	1	0	773	0	2.45626102292769	10	0	14
24	101	1	0	773	1	2.51779100529101	2	1	7
24	101	1	0	773	1	2.51779100529101	1	1	11
24	101	1	0	773	1	2.51779100529101	27	0	8
24	101	1	0	773	1	2.51779100529101	4	1	7
24	101	1	0	773	1	2.51779100529101	14	1	10
24	101	1	0	773	1	2.51779100529101	9	1	18
24	102	1	0	773	0	2.64672619047619	27	0	4
24	102	1	0	773	0	2.64672619047619	30	0	9
24	102	1	0	773	0	2.64672619047619	12	0	2
24	102	1	0	773	0	2.64672619047619	18	1	15
25	103	1	0	329	0	2.32613378684807	35	1	22
25	103	1	0	329	0	2.32613378684807	35	1	11
25	103	1	0	329	0	2.32613378684807	30	1	14
25	103	1	0	329	0	2.32613378684807	20	1	15
25	103	1	0	329	0	2.32613378684807	17	0	19
25	103	1	0	329	0	2.32613378684807	6	1	8
25	103	1	0	329	0	2.32613378684807	2	0	8
25	104	1	0	329	1	2.27050264550265	29	1	12
25	104	1	0	329	1	2.27050264550265	0.33	1	11
25	104	1	0	329	1	2.27050264550265	4	1	23
25	104	1	0	329	1	2.27050264550265	6	1	13
25	104	1	0	329	1	2.27050264550265	4	1	6
25	104	1	0	329	1	2.27050264550265	29	0	4
25	105	1	0	329	1	2.33907203907204	12	0	22
25	105	1	0	329	1	2.33907203907204	4	1	16
25	105	1	0	329	1	2.33907203907204	19	1	11
25	105	1	0	329	1	2.33907203907204	20	0	11
25	105	1	0	329	1	2.33907203907204	16	0	10
25	105	1	0	329	1	2.33907203907204	14	1	8
25	105	1	0	329	1	2.33907203907204	2	1	20
25	105	1	0	329	1	2.33907203907204	0	1	15
25	105	1	0	329	1	2.33907203907204	0.42	1	12
25	105	1	0	329	1	2.33907203907204	1	1	3
25	105	1	0	329	1	2.33907203907204	18	1	22
25	105	1	0	329	1	2.33907203907204	36	0	6
25	105	1	0	329	1	2.33907203907204	1.5	1	9
25	106	1	0	329	1	2.50263888888889	0.42	1	6
25	106	1	0	329	1	2.50263888888889	0	1	1
25	106	1	0	329	1	2.50263888888889	10	0	13
25	106	1	0	329	1	2.50263888888889	20	0	15
26	107	0	0	317	0	2.4672619047619		25	0	8
26	107	0	0	317	0	2.4672619047619		28	0	10
26	107	0	0	317	0	2.4672619047619		13	0	18
26	107	0	0	317	0	2.4672619047619		3	0	6
26	107	0	0	317	0	2.4672619047619		11	1	19
26	107	0	0	317	0	2.4672619047619		3	1	4
26	107	0	0	317	0	2.4672619047619		17	1	3
26	107	0	0	317	0	2.4672619047619		19	0	7
26	107	0	0	317	0	2.4672619047619		1	1	5
26	107	0	0	317	0	2.4672619047619		25	0	12
26	107	0	0	317	0	2.4672619047619		1	1	6
26	107	0	0	317	0	2.4672619047619		25	0	12
26	108	0	0	317	0	2.14821428571429	17	0	27
26	108	0	0	317	0	2.14821428571429	21	0	13
26	108	0	0	317	0	2.14821428571429	3	1	16
26	108	0	0	317	0	2.14821428571429	6	1	15
26	108	0	0	317	0	2.14821428571429	3	1	13
26	108	0	0	317	0	2.14821428571429	2	1	42
26	108	0	0	317	0	2.14821428571429	1	1	13
26	108	0	0	317	0	2.14821428571429	27	0	13
26	108	0	0	317	0	2.14821428571429	3	1	12
26	108	0	0	317	0	2.14821428571429	20	0	0
26	109	0	0	317	1	2.09865079365079	34	0	15
26	109	0	0	317	1	2.09865079365079	34	0	20
26	109	0	0	317	1	2.09865079365079	28	0	3
26	109	0	0	317	1	2.09865079365079	5	1	26
26	109	0	0	317	1	2.09865079365079	22	0	11
26	109	0	0	317	1	2.09865079365079	30	0	3
26	109	0	0	317	1	2.09865079365079	7	1	18
26	109	0	0	317	1	2.09865079365079	34	0	14
26	109	0	0	317	1	2.09865079365079	1	0	18
26	109	0	0	317	1	2.09865079365079	8	1	14
26	110	0	0	317	1	2.23082010582011	1.5	1	10
26	110	0	0	317	1	2.23082010582011	13	0	20
26	110	0	0	317	1	2.23082010582011	11	0	3
26	110	0	0	317	1	2.23082010582011	5.5	1	20
26	110	0	0	317	1	2.23082010582011	17	0	19
26	110	0	0	317	1	2.23082010582011	28	0	4
27	111	0	0	302	0	2.39345238095238	25	0	4
27	111	0	0	302	0	2.39345238095238	9	1	12
27	111	0	0	302	0	2.39345238095238	7	1	0
27	111	0	0	302	0	2.39345238095238	29	0	13
27	111	0	0	302	0	2.39345238095238	13	0	18
27	111	0	0	302	0	2.39345238095238	26	0	9
27	111	0	0	302	0	2.39345238095238	35	0	5
27	111	0	0	302	0	2.39345238095238	29	0	8
27	112	0	0	302	1	2.37017195767196	7	1	1
27	112	0	0	302	1	2.37017195767196	29	0	30
27	112	0	0	302	1	2.37017195767196	32	0	10
27	112	0	0	302	1	2.37017195767196	3	1	10
27	112	0	0	302	1	2.37017195767196	9	1	13
27	112	0	0	302	1	2.37017195767196	19	0	2
27	113	0	0	302	1	2.27347883597884	30	1	14
27	113	0	0	302	1	2.27347883597884	5	0	18
27	113	0	0	302	1	2.27347883597884	6	1	29
27	113	0	0	302	1	2.27347883597884	6	0	15
27	113	0	0	302	1	2.27347883597884	3	1	9
27	113	0	0	302	1	2.27347883597884	12	0	7
28	114	0	0	610	1	2.50515873015873	7	1	10
28	114	0	0	610	1	2.50515873015873	4	1	10
28	114	0	0	610	1	2.50515873015873	5	1	15
28	114	0	0	610	1	2.50515873015873	10	1	10
28	114	0	0	610	1	2.50515873015873	12	1	8
28	114	0	0	610	1	2.50515873015873	22	0	15
28	114	0	0	610	1	2.50515873015873	32	0	25
28	114	0	0	610	1	2.50515873015873	29	0	33
28	115	0	0	610	0	2.60924036281179	4	0	15
28	115	0	0	610	0	2.60924036281179	1	1	18
28	115	0	0	610	0	2.60924036281179	15	0	9
28	115	0	0	610	0	2.60924036281179	12	1	4
28	115	0	0	610	0	2.60924036281179	9	0	8
28	115	0	0	610	0	2.60924036281179	10	0	7
28	115	0	0	610	0	2.60924036281179	18	0	7
28	116	0	0	610	1	2.8015873015873		4	1	7
28	116	0	0	610	1	2.8015873015873		14	0	7
28	116	0	0	610	1	2.8015873015873		13	0	8
28	116	0	0	610	1	2.8015873015873		10	0	10
28	116	0	0	610	1	2.8015873015873		26	1	1
28	116	0	0	610	1	2.8015873015873		5	1	22
29	117	0	0	666	0	2.45590828924162	18	0	5
29	117	0	0	666	0	2.45590828924162	6	1	2
29	117	0	0	666	0	2.45590828924162	30	0	5
29	117	0	0	666	0	2.45590828924162	20	0	9
29	117	0	0	666	0	2.45590828924162	2	1	11
29	117	0	0	666	0	2.45590828924162	12	1	11
29	117	0	0	666	0	2.45590828924162	24	0	9
29	117	0	0	666	0	2.45590828924162	28	0	20
29	117	0	0	666	0	2.45590828924162	17	1	10
29	118	0	0	666	0	2.47809523809524	32	1	7
29	118	0	0	666	0	2.47809523809524	11	0	14
29	118	0	0	666	0	2.47809523809524	31	0	12
29	118	0	0	666	0	2.47809523809524	4.5	1	8
29	118	0	0	666	0	2.47809523809524	20	0	12
29	118	0	0	666	0	2.47809523809524	25	0	25
29	118	0	0	666	0	2.47809523809524	24	0	4
29	118	0	0	666	0	2.47809523809524	20	0	11
29	118	0	0	666	0	2.47809523809524	32	1	1
29	118	0	0	666	0	2.47809523809524	25	0	9
29	119	0	0	666	0	2.47482993197279	32	0	10
29	119	0	0	666	0	2.47482993197279	0	1	6
29	119	0	0	666	0	2.47482993197279	24	0	6
29	119	0	0	666	0	2.47482993197279	35	1	14
29	119	0	0	666	0	2.47482993197279	0	1	13
29	119	0	0	666	0	2.47482993197279	20	0	7
29	119	0	0	666	0	2.47482993197279	23	0	5
29	120	0	0	666	1	2.70833333333333	18	0	0
